gene,label
MAOA,NA
NES,NA
MAB21L1,NA
KEL,NA
ZBTB34,NA
ST3GAL3,NA
OAS3,NA
C16orf46,0
HGFAC,NA
FUT2,NA
SIGLEC10,NA
SPAG7,NA
JADE1,0
ELOVL3,NA
KCNJ12,NA
KIR2DS3,NA
DOCK4,NA
CACNG2,NA
NDUFB8,NA
ZNF169,NA
CARMIL1,NA
TMEM9B,0
PLAG1,1
CENPI,0
PSD4,NA
MIPEP,NA
ACSF3,NA
FUCA2,NA
AFMID,NA
ALKBH2,NA
LDHAL6B,0
CELF6,NA
GSTO1,NA
URB1,NA
ADTRP,0
NAPSA,0
ZNF549,0
CTSA,NA
MPHOSPH9,NA
TTLL1,NA
MSL2,NA
ZC3H18,0
GLUD1,NA
SKIV2L,NA
NEFH,1
GALNT11,NA
TMEM175,NA
KMT5B,NA
SGCZ,NA
ZNF613,0
TM9SF2,NA
SLC34A3,NA
ARHGAP39,NA
LHX1,NA
GOLPH3L,NA
CCDC107,0
NUDT11,NA
WIF1,1
HMGB3,NA
NDUFA2,NA
ERAL1,NA
THOC7,NA
IFI27L1,0
WDR6,NA
ATE1,0
ANGPTL7,0
GNG12,NA
SLC35A2,NA
SLC35A3,NA
RHOBTB1,NA
DOCK6,NA
PDIK1L,NA
RCBTB1,NA
TRHDE,NA
COX7B,NA
FDX1,NA
COX4I2,NA
RGS6,NA
MIER3,NA
VIPAS39,NA
KCNN1,0
PCSK1N,NA
SOD3,NA
CEP162,NA
HOXA3,NA
MAPK4,NA
REPS1,NA
SENP7,NA
RGMA,NA
GBP4,NA
MYO1G,NA
ADAM28,NA
MPP6,NA
DNAJC10,NA
ZNF691,0
ACTR1A,NA
TNNC2,NA
NPHP3,NA
GJC1,NA
SLCO4A1,NA
CCR7,1
MYL10,NA
G6PC3,NA
RMND1,NA
SIX5,NA
MANSC1,0
CAV3,NA
IMPAD1,NA
C6orf136,NA
PCOLCE,NA
NEIL3,0
SLC12A4,NA
PLEKHG5,NA
PPP1R12B,NA
L3MBTL4,NA
PADI6,NA
THEG,NA
MARCKS,0
9-Mar,NA
TBL1Y,NA
BNC1,NA
INPP5J,NA
PDE1B,0
RPP21,NA
COCH,NA
AGBL2,NA
ZKSCAN5,NA
OCIAD1,0
ZNF131,NA
NFX1,NA
NAGK,NA
FOXD4L4,NA
KPNA5,NA
NAGPA,NA
IL22RA1,0
ADH5,NA
EBF2,NA
OVOL1,NA
ZNF350,NA
OR4N2,0
SYCP1,NA
CARD19,NA
TOMM40,NA
ZNF724,0
CLCN2,NA
NME6,NA
PSD,NA
SLC23A3,0
COX8A,1
LTA4H,NA
SDK2,NA
MOB2,0
SPDYC,NA
LMX1B,NA
RXFP4,NA
RPAIN,NA
PRDM10,NA
HKDC1,NA
LARS2,NA
TEF,NA
TSPAN31,NA
KIR2DL2,NA
SLC18B1,0
PKD2L1,NA
SRXN1,NA
ZMYM6,NA
DEFB121,NA
CCDC88C,NA
SCG3,NA
SLPI,NA
CNNM1,NA
HORMAD2,0
NKD1,NA
TCF24,0
TONSL,0
TAGAP,NA
OVOL2,NA
MZB1,NA
ADAM33,NA
EZH1,NA
AGMO,NA
DCAKD,0
DDHD2,NA
MED12,1
CHD9,NA
GPNMB,NA
ARMC10,NA
ACACB,NA
PEX5L,NA
LAMA4,NA
GYPB,NA
RCOR2,NA
NBEA,1
ZNF205,NA
KLRF2,0
ARF3,NA
TBC1D2,NA
MZF1,0
LGR4,NA
DNASE2,NA
HRH3,NA
PAIP1,NA
PCDHA8,NA
NTS,NA
NTSR1,NA
ISOC2,NA
AOC2,NA
SLC9A6,NA
KCNV1,NA
PPRC1,NA
ATXN10,NA
AFF2,NA
ACER1,NA
LPIN1,NA
ARFGAP2,NA
ASH1L,NA
MOCS1,NA
TARBP1,NA
ADRB3,NA
MRPL24,NA
ACOX3,NA
UBE2C,NA
ST6GALNAC2,NA
DISP3,0
OOEP,NA
BCAT1,NA
B3GALNT1,0
ZC3H7B,NA
LMX1A,NA
GLIPR2,NA
SULT1C3,NA
PYGO2,NA
ESCO1,NA
TRAPPC6B,NA
HIC2,NA
CEP128,0
SPR,NA
EDEM1,1
ACTG2,NA
KLKB1,NA
LCE3C,NA
PYGB,NA
COG5,NA
KDELR2,0
CENPN,NA
SLC51B,0
CDAN1,NA
ARHGAP4,NA
PGM2L1,NA
CMTM4,NA
DSC2,NA
ARHGAP15,NA
SLC4A3,0
FOXD3,NA
MPLKIP,NA
DNAAF2,0
IGSF21,0
WIPI1,0
TENM4,NA
VCAM1,NA
SPSB4,NA
FGF18,NA
ITIH5,NA
CERS3,NA
EMC1,NA
ITFG1,NA
SMTN,NA
RLF,NA
IKZF2,NA
HTN3,NA
CNMD,0
VIRMA,0
DCLK3,NA
ZNF462,NA
ANAPC5,NA
SFRP2,NA
LBX2,NA
AKR1C1,NA
GLUD2,NA
PHPT1,NA
LST1,NA
KDM4D,NA
PPP4R3B,NA
PKD1L2,NA
CCDC58,0
KMT2E,NA
ZNF623,0
SEMA6A,NA
ZNF140,NA
MVD,NA
EHD2,NA
KCNMB2,NA
HARS,NA
SPAG1,NA
MUC12,NA
GPR21,NA
SPATA16,NA
PKD1L3,NA
SLC13A3,NA
C1orf116,0
NIPSNAP2,0
SPHKAP,NA
TM4SF5,NA
CACNA1B,NA
MTO1,NA
EPHB6,NA
ABCB11,NA
IFIT2,NA
MORC3,NA
GALR2,NA
NPY1R,NA
KIR3DL1,NA
SRL,NA
COL4A3,NA
DRP2,NA
P2RY13,0
SLC14A1,NA
SIX4,NA
ELP4,NA
EPB41L1,NA
FAHD1,NA
HIST1H1T,NA
SPTLC2,NA
USP9Y,NA
FOXA3,NA
MAN1C1,NA
FBXO38,NA
FRMD1,0
DPP7,NA
DPYSL4,NA
M1AP,0
LNPK,NA
FPR1,NA
CLPTM1L,NA
RRH,NA
CANT1,1
MELTF,0
MAPK15,0
REP15,NA
ADAMTSL3,NA
CFHR5,NA
CFAP52,0
HOXA7,NA
GPCPD1,NA
FCF1,0
BDP1,NA
RAB31,NA
ALS2CL,NA
TMPRSS3,NA
CRYZL1,NA
DHRS9,NA
CCDC113,NA
GRAMD2A,0
GLOD4,0
MZT2B,0
SNX21,0
SNAPC4,NA
TIMM17B,NA
MON2,NA
ADAM32,0
TAF1A,NA
TMEM41A,0
NBPF15,NA
PACS2,NA
UNC45B,NA
UPP2,NA
RECK,NA
TTLL6,NA
SYTL3,0
TMEFF1,NA
RRP9,0
COX10,NA
NIPA1,NA
CYP4F22,NA
TIE1,0
LIF,NA
SHISA3,NA
GAS2,NA
THBS1,1
BCS1L,NA
LCORL,NA
PHRF1,NA
TMEM102,NA
MAFF,NA
TMEM241,NA
AAAS,NA
GLCCI1,NA
DNAJA2,NA
DNAJA4,0
LBH,NA
MRPL17,NA
COL10A1,NA
OSBP2,NA
DUSP2,NA
CDO1,NA
ENPP1,NA
PRRG1,NA
GALNT3,NA
ZNF404,0
NPAS4,NA
VCPIP1,0
GPRC5A,NA
DUSP5,NA
OSTF1,NA
ZBTB3,0
QSOX1,NA
RSBN1L,NA
SCN8A,NA
RSPO1,NA
ZFP69B,0
RHBG,NA
PDZD2,NA
BAIAP2L1,NA
S1PR5,NA
SGCD,NA
TSPY2,0
MSL3,0
RASSF7,NA
ASCC1,NA
D2HGDH,NA
PRPF38B,0
NDUFB1,NA
ERC2,NA
AMHR2,NA
OR1B1,0
SEC23IP,NA
PMEPA1,NA
EPHX4,NA
ETV3L,0
TGIF2LX,NA
TMEM114,NA
ZFP28,NA
CDCP1,NA
HECW2,NA
POU4F3,NA
CELSR3,NA
PTDSS1,NA
RNF123,NA
PARP12,NA
COA5,NA
PALM,NA
TIAF1,NA
ACOX1,NA
FBXO40,NA
LHFPL1,NA
ITPRIPL1,0
REEP5,NA
ARAP3,NA
CLCN1,NA
IARS2,NA
INF2,NA
HIGD1A,0
CEP78,NA
HLA-DQB1,NA
TPSG1,NA
PPP2R2D,NA
SAR1B,NA
DNAJC14,0
SLC25A29,NA
CYP2W1,NA
RFXAP,NA
TCEANC2,0
ZC3H8,0
STAC,NA
OSBPL1A,NA
AP1AR,0
GLYAT,NA
ESRP2,NA
WDR61,0
DNAJB9,NA
OAZ1,NA
GALNT6,NA
SLC44A1,NA
KCNE3,NA
SLC25A27,NA
HDGFL3,0
PMP2,NA
SLC17A8,NA
PRSS3,NA
ALDH1B1,NA
RNF13,0
P2RX4,NA
EIF2AK1,NA
GALNT14,NA
SNRK,NA
EFEMP1,NA
CBLL1,NA
TIMM21,NA
IGSF8,NA
SMG7,NA
KCNS2,NA
EIF2B3,NA
AMELX,NA
MYLK3,NA
ARID4A,NA
USP49,0
RFX5,NA
KLHL5,NA
SASH3,NA
DUOX1,NA
MYO7A,NA
RPE65,NA
NIT1,NA
TATDN1,0
MSTO1,NA
ASPM,NA
NSMCE2,NA
BPIFA2,0
MFSD2A,NA
ZNF431,0
ZNF484,0
CORO1C,NA
ATP8B3,NA
ACKR3,1
ZNF98,NA
KPNA7,NA
GPR162,0
ADGRG1,NA
KCNB2,NA
ABHD14A,0
ACSM5,NA
IL10,1
DMXL2,NA
CPD,NA
PSTPIP2,NA
ZNF277,NA
EGFL7,NA
MT1F,NA
NACAD,0
RIPOR1,0
TMSB4Y,NA
SPACA3,NA
ZP3,NA
SMC1B,NA
ST3GAL2,0
KRT222,NA
VAT1,NA
WASHC2C,NA
CCL24,NA
CYGB,NA
GDF5,NA
SIPA1,NA
IFITM1,NA
GPIHBP1,NA
WASHC5,0
CELSR2,1
CAMKK2,NA
GPR45,NA
TRPV5,NA
WFDC2,NA
MTFR1,0
SCAPER,NA
PXMP4,NA
OR10J1,0
CNR1,NA
RNF183,0
SLC49A3,0
WDR83OS,0
PTGIS,NA
BTN3A2,NA
ARF5,NA
CALML5,0
COG1,NA
LOR,NA
GALT,NA
PCNX2,NA
MT3,NA
CPNE6,NA
MED13,NA
PRSS50,NA
NUP37,NA
FILIP1L,NA
FGF7,NA
NXF2,NA
NXF2B,0
SLC25A18,NA
SEC14L4,NA
ART3,NA
DIS3L,NA
MRPL39,NA
ERCC6,NA
SEMG1,NA
MGAT4C,0
SLC52A2,NA
NDUFS7,NA
FGF10,NA
MPP4,NA
NOC3L,NA
RNF103,NA
SCN2A,NA
ARNT2,NA
NUCB1,NA
PEX6,NA
ATP5MC1,0
LHFPL3,NA
PRICKLE2,NA
IFFO1,NA
GPD1L,NA
PDXK,NA
GSTA5,NA
KCNAB3,NA
RIMKLB,NA
BHLHA15,NA
SLC9B2,0
MPL,1
POU5F2,0
TCEAL8,0
ACSL3,1
BEGAIN,0
ABHD1,NA
ADK,NA
SRD5A3,NA
MYO1F,NA
ZNF710,0
CEMIP,0
AKIRIN1,NA
GHRH,NA
ACAD9,NA
ZNF804B,NA
TIGD3,0
LIMK2,NA
COL4A4,NA
GAPDHS,NA
ZXDA,NA
TPH2,NA
PPTC7,NA
CHMP7,NA
AP5Z1,NA
EMC8,NA
RGS12,NA
CCL7,NA
RAB30,NA
NEIL1,NA
NANOS2,NA
ALOX15B,NA
DNAH12,NA
MBOAT7,NA
CECR2,NA
MIER1,0
ASXL3,NA
CKAP2,NA
IRX4,NA
ZSCAN1,0
EPS8L3,NA
8-Mar,NA
SLC37A4,NA
ZDHHC3,NA
PGGT1B,NA
GDE1,NA
ITIH2,NA
ZIK1,0
ARPC5,NA
PLPP7,0
LEFTY2,NA
ACSS3,NA
KIF26B,NA
COX15,NA
GFPT1,NA
CADM3,NA
NKTR,NA
ZNF395,NA
GRM8,NA
PTPRN2,NA
RNF182,0
PDE6G,NA
EFNB3,NA
AMBN,NA
LPA,NA
ADCY3,NA
ST18,NA
ZNF468,NA
OTP,NA
APMAP,NA
TSNAXIP1,NA
FLRT2,NA
RUFY2,NA
RAX2,NA
ZNF554,0
KRTAP10-4,0
SLC22A14,NA
NEUROD2,NA
POLA1,NA
GSTM2,NA
CSRNP3,0
GNG3,0
EID3,NA
KPTN,NA
FADS6,0
GRHL1,NA
CCS,NA
FOXO6,NA
ERLEC1,NA
CDC42SE1,0
NOTUM,NA
SLC30A10,NA
WDR44,0
GPM6B,NA
SLC31A2,0
PADI3,NA
USP17L7,0
ZIC3,NA
OTUD7A,NA
S100PBP,NA
VTI1A,1
KLHL25,0
ACSM2B,NA
SHOX2,NA
IL4I1,NA
GPR63,NA
TPK1,NA
OPLAH,NA
PDE7B,NA
PIK3R6,NA
PLXNB3,NA
COQ6,NA
LDLRAD4,0
SERPINE2,0
PPFIA4,NA
CELF3,NA
APOL1,NA
SIGMAR1,NA
MYH15,NA
TUSC3,NA
AGGF1,NA
PLA2G3,NA
LIPT1,NA
MTERF2,NA
CD99,NA
ZNF280D,0
SLC25A20,NA
HS2ST1,NA
CHP2,0
SERINC5,NA
HAUS5,NA
CCL4,NA
ADCY5,NA
LPAR1,NA
PHTF1,NA
CLDN23,NA
PTGR2,0
ENY2,0
SLC30A6,NA
SLC30A5,NA
ZNF7,NA
TRIOBP,NA
MOCS2,NA
ANTXR2,NA
IFNA4,NA
ITM2C,NA
EIF4E1B,0
ZNF441,0
ASIC4,0
ZNF157,NA
DHCR24,NA
HIP1R,NA
SGIP1,NA
ERMAP,NA
CYLC1,NA
YKT6,NA
ENAM,NA
SLC13A2,NA
B3GNT5,NA
GCNT3,NA
PDE1A,NA
PTGES2,NA
PIWIL2,NA
SETD6,NA
KDM4B,NA
WDTC1,NA
EYA3,NA
ZNF679,0
TALDO1,NA
LTBP2,NA
UGGT2,NA
MRPS5,NA
XRRA1,NA
CHIA,NA
USP33,NA
MMP1,1
COMMD5,NA
CRYM,NA
CPB2,NA
TINAG,NA
MRPL36,NA
HOXB3,NA
H1FOO,NA
ZNF614,0
SELENOS,NA
SLITRK5,NA
DHFR2,0
TDRD3,NA
SRCIN1,NA
CNTN5,NA
FLRT1,NA
MYH6,NA
GINM1,0
SLC25A39,NA
PARM1,NA
LIN52,0
WDHD1,NA
ZNF574,0
VSX2,0
AFF3,1
TAF7L,NA
CSTF3,NA
ENPP4,NA
ADPGK,NA
TWISTNB,NA
LARGE1,0
GALNT1,NA
CAMK4,NA
SLC16A10,NA
SLC6A17,NA
DMRTA1,NA
ZER1,NA
URB2,NA
IL24,NA
EMC7,0
GRIA3,NA
ADAMTS7,NA
GNB4,NA
CNKSR3,NA
PLEKHM2,NA
RO60,0
SYT5,NA
ABCB8,NA
XK,NA
KCNH3,NA
PAQR6,NA
NMD3,NA
C1QTNF1,NA
C1QTNF6,NA
NPY,NA
SMIM19,0
SLC15A5,0
LEMD2,NA
SALL1,NA
GLA,NA
ZFAT,0
CCDC181,0
TYSND1,NA
FBXO10,NA
BBOX1,NA
ASTN2,NA
ZNF662,0
OLFM1,NA
ATP1A4,NA
CSN1S1,0
ATP1A2,NA
RPL39L,NA
MCF2L,NA
ORAI2,NA
SLC39A3,NA
CEP120,NA
ZNF419,NA
RRP15,NA
SPCS3,0
CCDC39,NA
NAA16,0
MAFA,NA
APOBEC3F,NA
FECH,NA
PHF6,1
ADCY1,NA
TMPRSS11F,0
SETD3,NA
LRP3,NA
CYP27C1,0
MT1H,NA
TMEM258,NA
ALDH5A1,NA
NPFFR2,0
GATA5,NA
PARD3,NA
TMED3,0
DCLRE1A,NA
ALG11,NA
LOXL1,NA
CRNN,0
TUBB8,NA
CHTF8,NA
PPFIBP1,1
SLC26A8,NA
ETV4,1
ST8SIA5,0
TRPV4,NA
SUCNR1,NA
SMTNL1,NA
PKIG,NA
HES4,NA
KIF2B,NA
NQO1,1
EMC10,NA
POLR2M,NA
AIFM3,NA
AOC1,0
CR1L,NA
PLCH1,NA
ZNF766,0
ZNF585A,0
ATXN3L,NA
ZNF627,NA
IPMK,NA
TWNK,NA
WTIP,NA
YY2,NA
CYP2A6,NA
CNOT11,0
CCKAR,NA
NEK8,NA
C2orf49,0
ABAT,NA
GPX2,NA
PNPLA6,NA
CHST4,0
PTPRT,1
ACSM1,NA
ARHGAP5,1
KISS1R,NA
AMD1,NA
EYA1,NA
ATF6B,NA
ARHGAP30,NA
MVK,NA
CELF2,NA
FGD2,NA
LAMA3,NA
IVL,NA
CCL15,NA
MRPL58,0
COPG2,NA
ANLN,NA
HMCN1,NA
GPR135,NA
INTS5,NA
TM9SF3,NA
VASH2,NA
FRZB,NA
MYF6,NA
ATP11B,NA
HAND1,NA
SDHC,1
TRPM4,NA
PCYT1B,NA
SPPL2B,0
PNPLA2,NA
FAM50A,NA
GAL3ST1,NA
LSM14A,1
DPP8,NA
CHRM2,NA
SCGB1A1,NA
SLC2A6,NA
RNASEH1,NA
POGK,0
SLC26A5,NA
DCTN5,NA
ZIC2,NA
ATG9B,NA
RHO,NA
TRAPPC11,NA
SCNN1A,NA
ABLIM2,NA
WASHC4,NA
SORD,NA
ZNF773,0
PLPPR3,NA
SYCN,0
SLC18A3,NA
LRRC18,0
PER3,NA
SEC14L1,0
PRAME,NA
CALY,NA
FAM13B,NA
ELMOD1,NA
CDHR1,NA
MRPL22,NA
STATH,NA
FMO4,NA
COL4A6,NA
KMT5C,0
EPS8L2,NA
SNX22,0
B3GALT2,NA
HOXD10,NA
RASA4,NA
MICOS10,0
CDKN2AIP,NA
FRMD4A,NA
KIDINS220,NA
SAP130,NA
SLC6A8,NA
GPD1,NA
TVP23A,0
PUM1,NA
PLCZ1,NA
AKAP3,0
ABCB4,NA
ZNF800,0
AMER2,0
PAPSS1,NA
HLA-DPA1,NA
MTFP1,NA
MLYCD,NA
GSX2,NA
CHCHD1,0
SPANXA2,NA
SPANXA1,NA
FAM180B,0
BMS1,NA
FOXG1,NA
SMR3B,NA
ATOH7,NA
POTEF,0
OLIG2,1
SLAMF7,NA
TOMM5,NA
TULP1,NA
RAB40C,0
LRWD1,NA
CHD5,NA
DOCK11,NA
KCNE5,0
STARD7,NA
HIST1H2BO,NA
PGLS,NA
MTMR1,NA
RFC1,NA
CNKSR2,NA
ZNF274,NA
DUSP22,NA
DNA2,NA
EIF2D,NA
FGD6,NA
RIOK1,NA
NLE1,0
NPIPA1,0
ZNF721,0
PCSK1,NA
MARVELD2,NA
CHDH,0
ACER2,NA
NPTN,NA
CUZD1,NA
HAPLN2,0
PMS1,1
PGPEP1,NA
SPO11,NA
BRF1,NA
TCHH,NA
CTSE,NA
CCL4L2,NA
MYO19,NA
CHST12,NA
TANGO6,0
ADCY6,NA
ROPN1B,0
MZT1,0
ACSL1,NA
NTPCR,0
PRPF40B,1
GFM1,NA
GMNC,NA
NDUFB2,NA
HTN1,NA
DBH,NA
ZC3H7A,0
SPATA9,0
GBP3,NA
GBE1,NA
DMRT2,NA
TMPRSS15,NA
TNXB,NA
PLXDC1,NA
MMP15,NA
HIKESHI,NA
MYO3B,NA
KIAA1109,NA
CBSL,0
LOXL3,NA
ANXA3,NA
KCNH1,NA
HMGCS2,NA
NTN1,NA
DRAXIN,NA
SUPV3L1,NA
NPL,NA
IRX5,NA
QPRT,NA
NRDC,0
CALHM6,0
PTGFR,NA
ZNF740,0
BGLAP,NA
IGFBP7,NA
CYP4A11,NA
PRDM2,1
PPA2,NA
UBL3,NA
PTCRA,NA
KCTD21,0
TAF5,NA
HACD4,0
NFATC2IP,NA
CEPT1,NA
FZD8,NA
MTRF1L,0
UBE2Q2,NA
BARHL1,NA
PIM3,NA
ZNF181,NA
SWAP70,NA
HS6ST1,NA
DNAH17,NA
CYP39A1,NA
PPT1,NA
RBMY1E,0
MTHFD1L,NA
MRPL37,NA
TPTE2,NA
FOXN2,0
SLC20A1,NA
NDUFS6,NA
ATOH8,0
DECR2,NA
VIPR1,NA
ZNF469,NA
GRIK1,NA
TAAR1,NA
GRWD1,NA
RCE1,NA
SMARCAD1,NA
KDM5A,1
PEG3,NA
ZGLP1,NA
C17orf49,NA
ARMCX3,NA
DPM2,NA
ADGRF5,0
NOP14,NA
C15orf48,NA
WNK3,NA
DNAH14,NA
COL4A5,NA
SLC25A25,0
GNA15,NA
ULK3,NA
TMCO3,NA
R3HDM4,0
SLC1A4,NA
CADPS2,NA
PREPL,NA
SLC17A7,NA
DNAH7,NA
C1QL4,NA
ANO1,NA
DBX2,0
TMEM167A,0
RGSL1,NA
CYP3A43,NA
PPP1R3E,0
NOCT,0
UXS1,NA
CASKIN2,NA
ZFYVE28,NA
TNR,NA
SLCO1C1,NA
CTNNA2,1
MRC1,NA
INSC,NA
C12orf65,NA
SYDE2,0
ZNF493,0
GNAT1,NA
UNC119B,0
IKZF5,0
PPP4R1,NA
SARS,NA
ENKUR,NA
KRTAP13-4,0
TPRA1,0
SDHAF4,0
ZNF292,NA
UGT2B15,NA
ARHGEF10L,1
CCL19,NA
SSH3,NA
ADCY9,NA
DOLPP1,NA
UTF1,NA
HSDL1,0
PRM1,NA
ADSSL1,NA
COL9A3,NA
RBM38,NA
RRAD,NA
TTLL5,NA
TUBG2,NA
PREB,NA
UBA5,NA
GRIK5,NA
SLC22A17,NA
RP2,NA
ADGRA1,NA
MFSD12,NA
STEAP4,NA
AP4E1,NA
ANGPTL4,NA
CIP2A,NA
TYMS,1
IRX3,NA
B3GNT2,NA
B3GNT8,NA
KRT23,NA
PCSK6,NA
PARP15,NA
PIGL,NA
CILP,NA
ACER3,NA
CADM2,NA
NUBP1,NA
SCNN1D,NA
MFSD14A,0
ABCA7,NA
PDXP,0
CD7,NA
SNTG1,NA
NYX,NA
BSPRY,0
ATG16L2,0
ZP2,NA
CDH4,NA
SIGLEC14,NA
ATP6V1G3,NA
DBP,NA
FABP2,NA
TRAPPC2B,0
OSGEPL1,0
SPTBN5,NA
GNG11,NA
LMTK2,NA
LYRM1,NA
ZNF671,0
UROS,NA
CYP3A4,NA
LOXL4,NA
TGIF2,NA
NR2E1,NA
ETFRF1,0
TUBGCP3,NA
TTBK1,0
SPATA5L1,0
SUMF2,NA
APOC3,NA
P2RY4,NA
GAS2L1,NA
GJD3,NA
SLC39A8,NA
SCAMP2,NA
FXYD2,NA
BCAP29,0
GPR87,NA
GTPBP8,0
SCLY,NA
ING1,NA
ADCK1,NA
PIGK,NA
PHTF2,NA
OXA1L,NA
ALDH3B1,NA
HOXB1,NA
STARD8,NA
GP5,NA
TPPP3,NA
POC1B,NA
NSL1,NA
MRPL52,NA
ATP2B3,1
FOXS1,NA
TXLNG,0
TRPS1,NA
PEX1,NA
MMRN1,NA
MRPS16,NA
B3GNT4,NA
ZBTB20,NA
SLC46A3,NA
VPS37D,NA
TAZ,NA
SGCE,NA
FGD1,NA
CMC1,NA
UBE3C,NA
APOC2,NA
GAS1,NA
NEUROG2,NA
ACADM,NA
FAM8A1,0
TSPAN3,NA
COL6A3,NA
MPO,1
NAT9,0
IGSF10,NA
ABCC8,NA
ZNF2,NA
CLCA4,NA
GABRA2,NA
ZNF260,NA
CCL18,NA
ATP6V0E2,NA
DGKQ,NA
CDH11,1
SLC27A2,NA
GPR50,NA
IQGAP3,0
TMEM246,0
FCGR3A,NA
HYKK,0
NUDT5,0
TBXAS1,NA
NDUFB3,NA
FOLH1,1
TSTA3,NA
GTF2H2,NA
SLC8A3,0
ACAD11,NA
GALC,NA
KCTD11,NA
FRMD8,0
GMPR2,NA
EIF2A,NA
HERC4,0
YBEY,NA
PHF2,NA
PLA2G15,0
DBNDD2,NA
EBF4,NA
PARPBP,0
TEX35,0
CACNA1D,1
ZNF10,NA
ACP2,NA
DNASE1L1,NA
GLRA2,NA
ANKRD11,NA
RAB28,NA
CYP2J2,NA
GGH,NA
MRPL13,NA
PANK1,NA
RPL39,NA
ST6GALNAC3,NA
PYY,NA
HIST1H2BJ,NA
CRTAP,NA
PDE12,NA
EOMES,NA
TM2D2,NA
GABRA4,NA
PLGRKT,0
BOK,NA
DLX6,NA
GRID2IP,0
C1orf56,0
RC3H1,NA
ANO10,NA
SELENOP,NA
IRGM,NA
FJX1,NA
DKKL1,NA
MYH2,NA
CCR6,NA
B3GALT5,NA
ZNF442,0
RPL10L,0
CYP26A1,NA
NET1,NA
TMED4,NA
FBXL20,NA
TICRR,0
ETV2,NA
CSGALNACT1,NA
CRIM1,NA
RBP3,NA
SVOP,NA
GLO1,NA
TOX3,1
ATP12A,NA
GNG7,0
PLAT,NA
SLC2A8,NA
PANK4,NA
WBP1L,0
SYNC,0
TTYH2,NA
OR3A1,0
ABHD12,NA
IMMP2L,NA
ASNS,NA
ZNF644,NA
HACL1,NA
CNTN3,NA
RBBP9,NA
DDO,NA
EVC,NA
RIOX1,NA
KIF1A,NA
NLN,NA
C1QTNF9B,NA
ELMSAN1,0
DMTF1,NA
SLK,NA
HIST1H2AA,0
AFTPH,0
PCNX4,NA
TFF1,1
CSMD2,NA
DYNC2H1,NA
TTLL3,0
SLC6A4,NA
CORO6,0
NAP1L3,NA
GALNT16,NA
ZNF592,NA
TOP1MT,NA
CYP4B1,NA
MPEG1,NA
SERPINA10,NA
COL16A1,NA
CCZ1,0
SLC29A2,NA
ZNF514,0
ATP5MC2,0
NFIB,1
SLC38A3,NA
POLR2D,NA
ERAP2,NA
DENND1B,NA
TAFA5,0
DTYMK,NA
CTU2,NA
ACVR1C,NA
MGAT1,NA
ZNF878,0
MCAM,NA
TDRD6,NA
VN1R1,NA
PTDSS2,NA
ZNF708,0
MAMDC2,NA
SPZ1,NA
CEP112,0
WIPF3,NA
CHP1,0
BMP2K,NA
PAX4,NA
RRN3,NA
CYP2C18,NA
SV2A,NA
BCAT2,NA
SAP25,0
MEPE,NA
FAM234A,0
MXRA5,NA
TRPC6,NA
PEX11A,NA
GFRA1,NA
SERPINB8,NA
GPR20,NA
GATD1,0
PCMTD1,0
GPC3,1
TRIM17,0
BET1L,NA
EPHA1,NA
PRKAG2,NA
CACNA1G,NA
ARR3,NA
GUCA1A,NA
SYT13,NA
SLC25A28,NA
RPS6KC1,NA
RHOF,0
SETMAR,NA
PCDHA7,NA
DPAGT1,NA
ETV6,1
IL11,NA
MRPL18,NA
NPR1,NA
POLR2I,NA
MRPS10,NA
IL18RAP,NA
UTY,NA
RECQL4,1
FGF6,NA
ANAPC1,0
SUPT3H,NA
BRIP1,1
BMP1,NA
ABHD10,0
IFNA8,NA
C9,NA
HIST1H2BK,NA
IFNA13,NA
IFNA1,NA
SEMA3A,NA
COQ7,NA
SNAPC2,NA
CASR,NA
RPA4,NA
ANAPC15,NA
IL9,NA
IL9R,NA
FGF9,NA
ANAPC13,NA
IFNA5,NA
IFNB1,NA
FGF3,NA
FOXP1,1
MAGI3,NA
PRKD2,NA
PRLHR,0
GRIP2,0
MAST4,NA
TREX2,NA
PPM1E,0
SUMF1,NA
SGMS1,NA
EPPK1,NA
RRBP1,NA
PTH2R,0
SLC27A6,0
PRMT3,0
SELENOF,NA
DUSP11,NA
DUSP13,NA
DEFA3,0
TUBGCP2,NA
RP1L1,NA
ACE2,NA
PNLIPRP2,NA
RBP2,NA
LRAT,NA
PRND,NA
PMCH,NA
PCSK2,NA
COL5A1,NA
SYT9,NA
STXBP6,NA
C8B,NA
FXYD1,NA
CR1,NA
PRSS1,NA
F11,NA
AEBP1,NA
CHAT,NA
TWSG1,NA
AGRP,NA
PIGA,NA
PIGH,NA
EDN2,NA
CMA1,NA
MATN2,NA
PIP5KL1,NA
PTGFRN,NA
HRH4,NA
RGS18,0
ATRNL1,NA
CR2,NA
OTC,NA
CDH15,NA
COL5A2,NA
TFPI,NA
CELA1,NA
MATN4,NA
MATN3,NA
DPH1,NA
CD38,NA
HELB,NA
ADAM19,NA
ATOH1,NA
LAMA1,NA
GTF2A1L,NA
CDH9,NA
EXOSC6,NA
NLGN4X,0
IGHG1,NA
RIMS2,NA
ST6GAL1,0
CDH7,NA
CDH6,NA
ABCC2,NA
ZNF74,NA
DPT,NA
GRIN3A,NA
SLC34A1,NA
FDXR,NA
COL13A1,NA
LDB3,NA
